"course_name","number_of_credits","course_code","main_field_of_study","program_title"
"Deep Learning",5,"1RT720","Computer Science A1F, Data Science A1F, Image Analysis and Machine Learning A1F, Technology A1F","Master's Programme in Computer Science"
"Deep Learning",5,"1RT720","Computer Science A1F, Data Science A1F, Image Analysis and Machine Learning A1F, Technology A1F","Master's Programme in Data Science – Machine Learning and Statistics"
"Deep Learning",5,"1RT720","Computer Science A1F, Data Science A1F, Image Analysis and Machine Learning A1F, Technology A1F","Master's Programme in Engineering Physics"
"Deep Learning",5,"1RT720","Computer Science A1F, Data Science A1F, Image Analysis and Machine Learning A1F, Technology A1F","Master's Programme in Image Analysis and Machine Learning"
"Degree Project C in Biology",15,"1BG214","Biology G2E","Bachelor's Programme in Biology/Molecular Biology – Biology/Molecular Biology"
"Degree Project C in Chemistry",15,"1KB010","Chemistry G2E","Bachelor's Programme in Chemistry"
"Degree Project C in Computer Science",15,"1DT340","Computer Science G2E","Bachelor's Programme in Computer Science"
"Degree Project C in Geophysics",15,"1GE037","Physics G2E","Bachelor's Programme in Physics – Geophysics"
"Degree Project C in Mathematics",15,"1MA079","Mathematics G2E","Bachelor's Programme in Mathematics"
"Degree Project C in Meteorology",15,"1ME420","Physics G2E","Bachelor's Programme in Physics – Meteorology and Climate Physics"
"Degree Project C in Meteorology",15,"1ME420","Physics G2E","Bachelor's Programme in Physics – Meteorology"
"Degree Project C in Physics",15,"1FA599","Physics G2E","Bachelor's Programme in Physics – Astronomy"
"Degree Project C in Physics",15,"1FA599","Physics G2E","Bachelor's Programme in Physics – Physics"
"Degree Project D in Applied Biotechnology",15,"1BG353","Applied Biotechnology A1E","Master's Programme in Applied Biotechnology"
"Degree Project D in Bioinformatics",15,"1MB720","Bioinformatics A1E","Master's Programme in Bioinformatics – Biology Background"
"Degree Project D in Bioinformatics",15,"1MB720","Bioinformatics A1E","Master's Programme in Bioinformatics – Computer Science Background"
"Degree Project D in Computational Science",15,"1TD908","Computational Science A1E","Master's Programme in Computational Science"
"Degree Project D in Computer Science",15,"1DT440","Computer Science A1E","Master's Programme in Computer Science"
"Degree Project D in Data Science",15,"1DL390","Data Science A1E","Master's Programme in Data Science – Machine Learning and Statistics"
"Degree Project D in Data Science",15,"1DL390","Data Science A1E","Master's Programme in Data Science – Data Engineering"
"Degree Project D in Earth Science",15,"1GV013","Earth Science A1E","Master's Programme in Earth Science – Geology"
"Degree Project D in Earth Science",15,"1GV013","Earth Science A1E","Master's Programme in Earth Science – Hydrology/Hydrogeology"
"Degree Project D in Earth Science",15,"1GV013","Earth Science A1E","Master's Programme in Earth Science – Physical Geography"
"Degree Project D in Earth Science",15,"1GV013","Earth Science A1E","Master's Programme in Earth Science – Palaeobiology"
"Degree Project D in Financial Mathematics",15,"1MA181","Financial Mathematics A1E","Master's Programme in Mathematics – Financial Mathematics"
"Degree Project D in Geophysics",15,"1GE038","Physics A1E","Master's Programme in Physics – Geophysics"
"Degree Project D in Mathematics",15,"1MA081","Mathematics A1E","Master's Programme in Mathematics – Mathematics"
"Degree Project D in Mathematics",15,"1MA081","Mathematics A1E","Master's Programme in Mathematics – Applied Mathematics and Statistics"
"Degree Project D in Meteorology",15,"1ME421","Physics A1E","Master's Programme in Physics – Meteorology and Climate Physics"
"Degree Project D in Physics",15,"1FA597","Physics A1E","Master's Programme in Physics – Energy Physics"
"Degree Project D in Physics",15,"1FA597","Physics A1E","Master's Programme in Physics – Nuclear and Particle Physics"
"Degree Project D in Physics",15,"1FA597","Physics A1E","Master's Programme in Physics – Theoretical Physics: Quantum Fields and Strings"
"Degree Project D in Physics",15,"1FA597","Physics A1E","Master's Programme in Physics – Astronomy and Space Physics"
"Degree Project D in Sustainable Development",15,"1GV041","Sustainable Development A1E","Master's Programme in Sustainable Development"
"Degree Project E",30,"1GV025","Earth Science A2E","Master's Programme in Earth Science – Geology"
"Degree Project E",30,"1GV027","Earth Science A2E","Master's Programme in Earth Science – Geology"
"Degree Project E",30,"1GV025","Earth Science A2E","Master's Programme in Earth Science – Hydrology/Hydrogeology"
"Degree Project E",30,"1GV027","Earth Science A2E","Master's Programme in Earth Science – Hydrology/Hydrogeology"
"Degree Project E",30,"1GV025","Earth Science A2E","Master's Programme in Earth Science – Physical Geography"
"Degree Project E",30,"1GV027","Earth Science A2E","Master's Programme in Earth Science – Physical Geography"
"Degree Project E",30,"1GV025","Earth Science A2E","Master's Programme in Earth Science – Palaeobiology"
"Degree Project E",30,"1GV027","Earth Science A2E","Master's Programme in Earth Science – Palaeobiology"
"Degree Project E",30,"1GV025","Earth Science A2E","Master's Programme in Paleobiology – PANGEA"
"Degree Project E",30,"1GV193","Sustainable Development A2E","Master's Programme in Sustainable and Innovative Natural Resource Management – SINReM"
"Degree Project E in Applied Biotechnology",45,"1BG355","Applied Biotechnology A2E","Master's Programme in Applied Biotechnology"
"Degree Project E in Applied Biotechnology",30,"1BG354","Applied Biotechnology A2E","Master's Programme in Applied Biotechnology"
"Degree Project E in Bioinformatics",45,"1MB745","Bioinformatics A2E","Master's Programme in Bioinformatics – Biology Background"
"Degree Project E in Bioinformatics",30,"1MB830","Bioinformatics A2E","Master's Programme in Bioinformatics – Biology Background"
"Degree Project E in Bioinformatics",45,"1MB745","Bioinformatics A2E","Master's Programme in Bioinformatics – Computer Science Background"
"Degree Project E in Bioinformatics",30,"1MB830","Bioinformatics A2E","Master's Programme in Bioinformatics – Computer Science Background"
"Degree Project E in Biophysics",30,"1FA691","Biophysics A2E","Master's Programme in Biophysics"
"Degree Project E in Chemistry",30,"1KB052","Chemistry A2E","Master's Programme in Analytical Chemistry – EACH"
"Degree Project E in Chemistry",30,"1KB052","Chemistry A2E","Master's Programme in Chemistry – Bio and Nano Materials"
"Degree Project E in Chemistry",30,"1KB052","Chemistry A2E","Master's Programme in Chemistry – Theoretical and Computational Chemistry"
"Degree Project E in Chemistry",45,"1KB053","Chemistry A2E","Master's Programme in Chemistry – Analytical Chemistry"
"Degree Project E in Chemistry",30,"1KB052","Chemistry A2E","Master's Programme in Chemistry – Analytical Chemistry"
"Degree Project E in Chemistry",45,"1KB053","Chemistry A2E","Master's Programme in Chemistry – Biochemistry"
"Degree Project E in Chemistry",30,"1KB052","Chemistry A2E","Master's Programme in Chemistry – Biochemistry"
"Degree Project E in Chemistry",45,"1KB053","Chemistry A2E","Master's Programme in Chemistry – Physical Chemistry"
"Degree Project E in Chemistry",30,"1KB052","Chemistry A2E","Master's Programme in Chemistry – Physical Chemistry"
"Degree Project E in Chemistry",45,"1KB053","Chemistry A2E","Master's Programme in Chemistry – Chemical Biology"
"Degree Project E in Chemistry",30,"1KB052","Chemistry A2E","Master's Programme in Chemistry – Chemical Biology"
"Degree Project E in Chemistry",45,"1KB053","Chemistry A2E","Master's Programme in Chemistry – Chemistry for Renewable Energy"
"Degree Project E in Chemistry",30,"1KB052","Chemistry A2E","Master's Programme in Chemistry – Chemistry for Renewable Energy"
"Degree Project E in Chemistry",45,"1KB053","Chemistry A2E","Master's Programme in Chemistry – Organic Chemistry"
"Degree Project E in Chemistry",30,"1KB052","Chemistry A2E","Master's Programme in Chemistry – Organic Chemistry"
"Degree Project E in Computational Science",30,"1TD808","Computational Science A2E","Master's Programme in Computational Science"
"Degree Project E in Computer Science",45,"1DT550","Computer Science A2E","Master's Programme in Computer Science"
"Degree Project E in Computer Science",30,"1DT540","Computer Science A2E","Master's Programme in Computer Science"
"Degree Project E in Data Science",30,"1DL510","Data Science A2E","Master's Programme in Data Science – Machine Learning and Statistics"
"Degree Project E in Data Science",30,"1DL510","Data Science A2E","Master's Programme in Data Science – Data Engineering"
"Degree Project E in Earth Science",45,"1GV085","Earth Science A2E","Master's Programme in Earth Science – Geology"
"Degree Project E in Earth Science",45,"1GV085","Earth Science A2E","Master's Programme in Earth Science – Hydrology/Hydrogeology"
"Degree Project E in Earth Science",45,"1GV085","Earth Science A2E","Master's Programme in Earth Science – Physical Geography"
"Degree Project E in Earth Science",45,"1GV085","Earth Science A2E","Master's Programme in Earth Science – Palaeobiology"
"Degree Project E in Earth Science",45,"1GV085","Earth Science A2E","Master's Programme in Paleobiology – PANGEA"
"Degree Project E in Earth Sciences",60,"1GV220","Earth Science A2E","Master's Programme in Earth Science – Geology"
"Degree Project E in Earth Sciences",60,"1GV220","Earth Science A2E","Master's Programme in Earth Science – Hydrology/Hydrogeology"
"Degree Project E in Earth Sciences",60,"1GV220","Earth Science A2E","Master's Programme in Earth Science – Physical Geography"
"Degree Project E in Earth Sciences",60,"1GV220","Earth Science A2E","Master's Programme in Earth Science – Palaeobiology"
"Degree Project E in Embedded Systems",45,"1DT090","Embedded Systems A2E","Master's Programme in Embedded Systems"
"Degree Project E in Financial Mathematics",30,"1MA182","Financial Mathematics A2E","Master's Programme in Mathematics – Financial Mathematics"
"Degree Project E in Geophysics",45,"1GE031","Physics A2E","Master's Programme in Physics – Geophysics"
"Degree Project E in Geophysics",30,"1GE029","Physics A2E","Master's Programme in Physics – Geophysics"
"Degree Project E in Image Analysis and Machine Learning",30,"1MD038","Image Analysis and Machine Learning A2E","Master's Programme in Image Analysis and Machine Learning"
"Degree Project E in Mathematics",30,"1MA080","Mathematics A2E","Master's Programme in Mathematics – Mathematics"
"Degree Project E in Mathematics",30,"1MA080","Mathematics A2E","Master's Programme in Mathematics – Applied Mathematics and Statistics"
"Degree Project E in Meteorology",45,"1ME425","Physics A2E","Master's Programme in Physics – Meteorology and Climate Physics"
"Degree Project E in Meteorology",30,"1ME422","Physics A2E","Master's Programme in Physics – Meteorology and Climate Physics"
"Degree Project E in Meteorology",45,"1ME425","Physics A2E","Master's Programme in Physics – Meteorology"
"Degree Project E in Meteorology",30,"1ME422","Physics A2E","Master's Programme in Physics – Meteorology"
"Degree Project E in Physics",45,"1FA694","Physics A2E","Master's Programme in Physics – Energy Physics"
